OBJECTID,FIPS,STATE_NAME,HOSPITAL_NAME,HOSPITAL_TYPE,HQ_ADDRESS,HQ_CITY,HQ_ZIP_CODE,NUM_LICENSED_BEDS,NUM_STAFFED_BEDS,NUM_ICU_BEDS,ADULT_ICU_BEDS,PEDI_ICU_BEDS,BED_UTILIZATION,Potential_Increase_In_Bed_Capac,AVG_VENTILATOR_USAGE,Y,X
4225,55127.0,Wisconsin,Mercyhealth Hospital and Medical Center - Walworth,Critical Access Hospital,N2950 WI-67,Lake Geneva,53147,25.0,25.0,4,4,0.0,0.40909588,0,2.0,42.57,-88.47
4226,55127.0,Wisconsin,Aurora Lakeland Medical Center,Short Term Acute Care Hospital,W3985 County Road Nn,Elkhorn,53121,109.0,54.0,12,12,0.0,0.43327251,55,2.0,42.66,-88.5
4227,55129.0,Wisconsin,Indianhead Medical Center,Critical Access Hospital,113 4th Ave,Shell Lake,54871,25.0,25.0,4,4,0.0,0.16295081,0,0.0,45.74,-91.93
4228,55129.0,Wisconsin,Spooner Health,Critical Access Hospital,1280 Chandler Dr,Spooner,54801,25.0,20.0,3,3,0.0,0.29849315,5,1.0,45.84,-91.87
4229,55131.0,Wisconsin,St Josephs Hospital (AKA Froedtert West Bend),Short Term Acute Care Hospital,3200 Pleasant Valley Rd,West Bend,53095,70.0,70.0,6,6,0.0,0.51303327,0,5.0,43.36,-88.19
4230,55131.0,Wisconsin,Aurora Medical Center in Washington County,Short Term Acute Care Hospital,1032 E Sumner St,Hartford,53027,71.0,35.0,6,6,0.0,0.40062621,36,2.0,43.32,-88.36
4231,55133.0,Wisconsin,ProHealth Waukesha Memorial Hospital (FKA Waukesha Memorial Hospital),Short Term Acute Care Hospital,725 American Ave,Waukesha,53188,400.0,240.0,24,24,19.0,0.56269407,160,3.0,43.01,-88.24
4232,55133.0,Wisconsin,ProHealth Oconomowoc Memorial Hospital,Short Term Acute Care Hospital,791 Summit Ave,Oconomowoc,53066,156.0,58.0,11,11,0.0,0.40434578,98,2.0,43.1,-88.49
4233,55133.0,Wisconsin,Community Memorial Hospital,Short Term Acute Care Hospital,W180 N8085 Town Hall Rd,Menomonee Falls,53051,237.0,169.0,15,15,8.0,0.47390777,68,9.0,43.16,-88.14
4234,55135.0,Wisconsin,ThedaCare Medical Center - Waupaca (FKA Riverside Medical Center),Critical Access Hospital,800 Riverside Dr,Waupaca,54981,25.0,25.0,4,4,0.0,0.34147945,0,2.0,44.35,-89.08
4235,55137.0,Wisconsin,ThedaCare Medical Center - Wild Rose (FKA Wild Rose Community Memorial Hospital),Critical Access Hospital,601 Grove Ave,Wild Rose,54984,25.0,25.0,4,4,0.0,0.20394520000000002,0,2.0,44.18,-89.25
4236,55139.0,Wisconsin,Aurora Medical Center in Oshkosh,Short Term Acute Care Hospital,855 N Westhaven Dr,Oshkosh,54904,84.0,72.0,12,12,0.0,0.39257991,12,2.0,44.03,-88.6
4237,55139.0,Wisconsin,ThedaCare Regional Medical Center - Neenah (FKA Theda Clark Medical Center),Short Term Acute Care Hospital,130 2nd St,Neenah,54956,182.0,139.0,14,14,0.0,0.57822019,43,8.0,44.19,-88.45
4238,55139.0,Wisconsin,Ascension NE Wisconsin - Mercy Campus,Short Term Acute Care Hospital,500 S Oakwood Rd,Oshkosh,54904,157.0,104.0,12,12,0.0,0.34523535,53,2.0,44.01,-88.6
4239,55141.0,Wisconsin,Marshfield Medical Center - Marshfield (FKA Ministry Saint Josephs Hospital),Short Term Acute Care Hospital,611 N Saint Joseph Ave,Marshfield,54449,504.0,230.0,12,12,26.0,0.78076237,274,6.0,44.68,-90.18
4240,55141.0,Wisconsin,Aspirus Riverview Hospital (FKA Riverview Hospital Association),Short Term Acute Care Hospital,410 Dewey St,Wisconsin Rapids,54494,99.0,45.0,4,4,0.0,0.5606088,54,3.0,44.38,-89.83
4241,56001.0,Wyoming,Ivinson Memorial Hospital,Short Term Acute Care Hospital,255 N 30th St,Laramie,82072,99.0,66.0,4,4,0.0,0.19045247,33,3.0,41.31,-105.56
4242,56003.0,Wyoming,South Big Horn County Hospital,Critical Access Hospital,388 Us Highway 20 S,Basin,82410,10.0,10.0,2,2,0.0,0.2230137,0,0.0,44.38,-108.04
4243,56003.0,Wyoming,North Big Horn Hospital,Critical Access Hospital,1115 Lane 12,Lovell,82431,15.0,12.0,2,2,0.0,0.58150685,3,1.0,44.83,-108.39
4244,56005.0,Wyoming,Campbell County Memorial Hospital,Short Term Acute Care Hospital,501 S Burma Ave,Gillette,82716,90.0,66.0,14,14,0.0,0.26525529999999997,24,2.0,44.29,-105.52
4245,56007.0,Wyoming,Memorial Hospital of Carbon County,Critical Access Hospital,2221 Elm St,Rawlins,82301,25.0,25.0,6,6,0.0,0.18684931,0,2.0,41.79,-107.26
4246,56009.0,Wyoming,Memorial Hospital of Converse County,Critical Access Hospital,111 S 5th St,Douglas,82633,25.0,25.0,5,5,0.0,0.28701371,0,2.0,42.86,-105.87
4247,56011.0,Wyoming,Crook County Medical Service,Critical Access Hospital,713 Oak St,Sundance,82729,16.0,16.0,3,3,0.0,0.14880137,0,1.0,44.41,-104.37
4248,56013.0,Wyoming,SageWest - Riverton (FKA Riverton Memorial Hospital),Short Term Acute Care Hospital,2100 W Sunset Dr,Riverton,82501,146.0,133.0,12,12,0.0,0.12882893,13,2.0,43.03,-108.42
4249,56015.0,Wyoming,Torrington Community Hospital,Critical Access Hospital,2000 Campbell Dr,Torrington,82240,25.0,25.0,4,4,0.0,0.19276713,0,2.0,42.08,-104.19
4250,56017.0,Wyoming,Hot Springs County Memorial Hospital,Critical Access Hospital,150 E Arapahoe St,Thermopolis,82443,25.0,25.0,4,4,0.0,0.14235616,0,2.0,43.65,-108.2
4251,56019.0,Wyoming,Johnson County Healthcare Center,Critical Access Hospital,497 W Lott St,Buffalo,82834,25.0,22.0,4,4,0.0,0.27534246,3,1.0,44.35,-106.71
4252,56021.0,Wyoming,Cheyenne VA Medical Center,VA Hospital,2360 E Pershing Blvd,Cheyenne,82001,30.0,30.0,1,1,,,0,2.0,41.15,-104.79
4253,56021.0,Wyoming,Cheyenne Regional Medical Center - West Campus,Short Term Acute Care Hospital,214 E 23rd St,Cheyenne,82001,206.0,170.0,15,15,0.0,0.5133601999999999,36,4.0,41.14,-104.82
4254,56023.0,Wyoming,Star Valley Health (FKA Star Valley Medical Center),Critical Access Hospital,901 Adams St,Afton,83110,22.0,22.0,4,4,0.0,0.31033623,0,2.0,42.72,-110.93
4255,56025.0,Wyoming,Wyoming Medical Center - East Campus (FKA Mountain View Regional),Short Term Acute Care Hospital,6550 E 2nd St,Casper,82609,23.0,23.0,4,4,0.0,0.11632594,0,1.0,42.84,-106.23
4256,56025.0,Wyoming,Wyoming Medical Center - Central Campus,Short Term Acute Care Hospital,1233 E 2nd St,Casper,82601,249.0,212.0,14,14,0.0,0.46185061,37,9.0,42.85,-106.31
4257,56027.0,Wyoming,Niobrara Health & Life Center,Critical Access Hospital,921 S Ballancee Ave,Lusk,82225,24.0,24.0,4,4,0.0,0.81301367,0,0.0,42.75,-104.45
4258,56029.0,Wyoming,Powell Valley Healthcare,Critical Access Hospital,777 Avenue H,Powell,82435,25.0,25.0,4,4,0.0,0.23660274,0,2.0,44.76,-108.77
4259,56029.0,Wyoming,Cody Regional Health (AKA West Park Hospital),Critical Access Hospital,707 Sheridan Ave,Cody,82414,25.0,25.0,4,4,0.0,0.4930411,0,2.0,44.53,-109.07
4260,56031.0,Wyoming,Platte County Memorial Hospital,Critical Access Hospital,201 14th St,Wheatland,82201,25.0,25.0,4,4,0.0,0.16778082,0,2.0,42.05,-104.96
4261,56033.0,Wyoming,Sheridan VA Medical Center,VA Hospital,1898 Fort Rd,Sheridan,82801,,,1,1,,,0,1.0,44.83,-106.99
4262,56033.0,Wyoming,Sheridan Memorial Hospital,Short Term Acute Care Hospital,1401 W 5th St,Sheridan,82801,88.0,71.0,11,11,0.0,0.36752138,17,2.0,44.81,-106.98
4263,56037.0,Wyoming,Memorial Hospital of Sweetwater County,Short Term Acute Care Hospital,1200 College Dr,Rock Springs,82901,99.0,58.0,10,10,0.0,0.21681625,41,2.0,41.58,-109.24
4264,56039.0,Wyoming,St Johns Health (FKA St Johns Medical Center),Short Term Acute Care Hospital,625 E Broadway Ave,Jackson,83001,48.0,48.0,6,6,0.0,0.31957763,0,2.0,43.48,-110.75
4265,56041.0,Wyoming,Evanston Regional Hospital,Short Term Acute Care Hospital,190 Arrowhead Dr,Evanston,82930,42.0,32.0,6,6,0.0,0.12885274,10,2.0,41.24,-110.99
4266,56043.0,Wyoming,Washakie Medical Center,Critical Access Hospital,400 S 15th St,Worland,82401,18.0,18.0,3,3,0.0,0.28797564,0,2.0,44.01,-107.95
4267,56045.0,Wyoming,Weston County Health Services,Critical Access Hospital,1124 Washington Blvd,Newcastle,82701,12.0,12.0,2,2,0.0,0.59964049,0,0.0,43.85,-104.19
4268,,,LBJ Tropical Medical Center,Short Term Acute Care Hospital,Fagaalu Village,Pago Pago,96799,120.0,120.0,21,21,,,0,2.0,-14.29,-170.69
4269,,,Guam Memorial Hospital Authority,Short Term Acute Care Hospital,850 Gov Carlos G Camacho Rd,Tamuning,96913,161.0,161.0,14,14,0.0,0.55027652,0,2.0,13.5,144.78
4270,,,Commonwealth Health Center,Short Term Acute Care Hospital,1 Lower Navy Hill Rd,Saipan,96950,74.0,74.0,4,4,0.0,0.57367641,0,,15.21,145.72
4271,72005.0,Puerto Rico,Hospital Comunitario Buen Samaritano,Short Term Acute Care Hospital,Carr2 Km14 Ave Severiano Cuevas #18,Aguadilla,603,124.0,124.0,8,8,0.0,0.6886434,0,2.0,18.43,-67.15
4272,72009.0,Puerto Rico,Mennonite Hospital of Aibonito,Short Term Acute Care Hospital,Carretera 726 Calle José C. Vázquez,Aibonito,705,150.0,150.0,6,6,0.0,0.44184476,0,2.0,18.14,-66.26
4273,72013.0,Puerto Rico,Hospital Pavia Arecibo,Short Term Acute Care Hospital,Carretera 129 Km 0.1 Avenida San Luis,Arecibo,613,172.0,172.0,8,8,16.0,0.62615484,0,3.0,18.47,-66.73
4274,72013.0,Puerto Rico,Hospital Metropolitano Dr Susoni (FKA Hospital Dr Susoni),Short Term Acute Care Hospital,55 Calle Palma,Arecibo,612,120.0,120.0,6,6,0.0,0.69863015,0,2.0,18.47,-66.72
4275,,,Bayamon Medical Center (FKA Hospital Hermanos Melendez),Short Term Acute Care Hospital,KM 11 7 PR-2,Bayamon,960,253.0,253.0,21,21,0.0,0.30458605,0,2.0,,
4276,72021.0,Puerto Rico,Doctors Center Hospital Bayamon,Short Term Acute Care Hospital,9 J St Ext Hermanas Davila,Bayamon,959,146.0,146.0,6,6,0.0,0.84781384,0,2.0,18.4,-66.17
4277,72021.0,Puerto Rico,Hospital Universitario Dr Ruiz Arnau,Short Term Acute Care Hospital,Laurel Ave Santa Juanita #100,Bayamon,956,102.0,102.0,18,18,0.0,0.30026859,0,2.0,18.37,-66.15
4278,72021.0,Puerto Rico,HIMA San Pablo Bayamon Hospital,Short Term Acute Care Hospital,70 Calle Santa Cruz,Bayamon,961,336.0,336.0,39,39,0.0,0.75010598,0,3.0,18.4,-66.15
4279,72025.0,Puerto Rico,Hospital Menonita of Caguas (AKA Hospital San Juan Bautista Medical Center),Short Term Acute Care Hospital,Carr 172 Urb Turabo Gardens,Caguas,727,225.0,225.0,18,18,0.0,0.53003347,0,2.0,18.23,-66.05
4280,72025.0,Puerto Rico,HIMA San Pablo Caguas Hospital,Short Term Acute Care Hospital,100 Ave Luis Munoz Marin,Caguas,725,440.0,440.0,46,46,0.0,0.59415942,0,4.0,18.25,-66.04
4281,72031.0,Puerto Rico,University of Puerto Rico Hospital,Short Term Acute Care Hospital,Carr 3 Km 8 3 Ave 65th Infanteria,Carolina,984,233.0,233.0,8,8,15.0,0.54701626,0,2.0,18.39,-65.97
4282,,,Cayey Mennonite Medical Center,Short Term Acute Care Hospital,Carretera 14 Interior Km. 0.3 Barrio Rincón Sector Lomas,Cayey,737,225.0,225.0,35,35,0.0,0.63292539,0,3.0,,
4283,72053.0,Puerto Rico,HIMA San Pablo Fajardo,Short Term Acute Care Hospital,404 Ave General Valero,Fajardo,738,180.0,180.0,17,17,0.0,0.2357382,0,2.0,18.34,-65.65
4284,,,Mennonite Hospital Guayama (FKA Episcopal Hospital San Lucas Guayama),Short Term Acute Care Hospital,Calle Principal Urb La Hacienda,Guayama,785,116.0,116.0,6,6,0.0,0.63424659,0,2.0,,
4285,72069.0,Puerto Rico,HIMA San Pablo Humacao Hospital,Short Term Acute Care Hospital,3 Calle Font Martelo E,Humacao,791,64.0,64.0,6,6,0.0,0.62726885,0,2.0,18.15,-65.83
4286,72069.0,Puerto Rico,Hospital Oriente (FKA Hospital Dr Dominguez),Short Term Acute Care Hospital,300 Calle Font Martelo,Humacao,791,67.0,67.0,4,4,0.0,0.67990184,0,2.0,18.15,-65.83
4287,72069.0,Puerto Rico,Ryder Memorial Hospital,Short Term Acute Care Hospital,355 Avenue Font Martelo,Humacao,791,165.0,165.0,29,29,0.0,0.14779577,0,2.0,18.16,-65.84
4288,72001.0,Puerto Rico,Hospital General Castaner,Short Term Acute Care Hospital,Carretera 129 Km 642,Castaner,631,,,4,4,,,0,0.0,18.18,-66.82
4289,72091.0,Puerto Rico,Manati Medical Center,Short Term Acute Care Hospital,Calle Hernandez Carrion,Manati,674,251.0,251.0,20,20,0.0,0.7197293,0,3.0,18.43,-66.48
4290,72091.0,Puerto Rico,Doctors Center Hospital Manati,Short Term Acute Care Hospital,Marginal Carretera No 2 Km 47 7,Manati,674,262.0,262.0,8,8,0.0,0.85450172,0,2.0,18.43,-66.47
4291,,,Hospital Perea,Short Term Acute Care Hospital,15 Calle Doctor Basora,Mayaguez,681,118.0,118.0,4,4,8.0,0.68439752,0,2.0,,
4292,,,Mayaguez Medical Center (AKA Centro Medico De Mayag),Short Term Acute Care Hospital,410 Ave Hostos,Mayaguez,681,192.0,192.0,31,31,0.0,0.63886988,0,3.0,,
4293,72097.0,Puerto Rico,Bella Vista Hospital,Short Term Acute Care Hospital,Carr 349 Km 2 7 Cerro Las Mesas,Mayaguez,681,158.0,158.0,9,9,0.0,0.40665856,0,2.0,18.19,-67.12
4294,72099.0,Puerto Rico,Hospital San Carlos Borromeo,Short Term Acute Care Hospital,Calle Concepcion Vera Ayala #550 S,Moca,676,106.0,106.0,7,7,0.0,0.46805376,0,2.0,18.39,-67.11
4295,72113.0,Puerto Rico,Hospital Episcopal San Lucas Ponce,Short Term Acute Care Hospital,917 Ave Tito Castro,Ponce,716,315.0,315.0,50,50,0.0,0.71189392,0,3.0,18.03,-66.6
4296,,,Hospital Oncologico Andres Grillasca,Short Term Acute Care Hospital,1000 Tito Castro Blvd,Ponce,733,86.0,86.0,15,15,,,0,0.0,,
4297,72113.0,Puerto Rico,Hospital San Cristobal,Short Term Acute Care Hospital,Carr 506 Km 1 0,Coto Laurel,780,157.0,157.0,35,35,12.0,0.59364802,0,2.0,18.05,-66.55
4298,72113.0,Puerto Rico,Hospital Damas,Short Term Acute Care Hospital,2213 Ponce Byp,Ponce,717,183.0,183.0,16,16,10.0,0.53230029,0,2.0,18.0,-66.62
4299,72113.0,Puerto Rico,Hospital Metropolitano Dr Pila,Short Term Acute Care Hospital,2435 Bulevar Luis A Ferre,Ponce,717,107.0,107.0,10,10,0.0,0.68869543,0,2.0,18.0,-66.6
4300,72125.0,Puerto Rico,Hospital De La Concepcion,Short Term Acute Care Hospital,Rd Number 2 Km 1734,San German,683,167.0,167.0,12,12,12.0,0.60928553,0,2.0,18.1,-67.04
4301,72125.0,Puerto Rico,Hospital Metropolitano San German,Short Term Acute Care Hospital,Calle Javilla #8,San German,683,65.0,65.0,6,6,0.0,0.50356162,0,2.0,18.08,-67.04
4302,72127.0,Puerto Rico,Admin De Servicios Medicos Puerto Rico,Short Term Acute Care Hospital,Bo Monacillo Carr Num 22,San Juan,935,68.0,68.0,68,68,0.0,0.86248994,0,2.0,18.4,-66.09
4303,72127.0,Puerto Rico,Hospital Pavia Hato Rey,Short Term Acute Care Hospital,435 Ave Ponce De Leon,Hato Rey,917,111.0,111.0,6,6,0.0,0.45360976,0,2.0,18.42,-66.06
4304,72127.0,Puerto Rico,Centro Cardiovascular of Puerto Rico and the Caribbean,Short Term Acute Care Hospital,Ave Americo Miranda Esq Centro Medico,San Juan,936,164.0,164.0,50,50,0.0,0.56850988,0,2.0,18.47,-66.11
4305,72127.0,Puerto Rico,HIMA San Pablo Cupey (FKA Hospital San Gerardo),Short Term Acute Care Hospital,Carr 844 KM 0.5,Rio Piedras,928,51.0,51.0,9,9,,0.26482075,0,2.0,18.39,-66.0
4306,72127.0,Puerto Rico,VA Caribbean Healthcare System,VA Hospital,10 Calle Casia,San Juan,921,,,4,4,,,0,2.0,18.39,-66.08
4307,72127.0,Puerto Rico,University District Hospital,Short Term Acute Care Hospital,Paseo Dr Jose Celso Barbosa,San Juan,921,215.0,215.0,15,15,0.0,0.78660721,0,2.0,18.39,-66.08
4308,,,Hospital San Francisco,Short Term Acute Care Hospital,371 Calle José de Diego,San Juan,923,125.0,125.0,10,10,0.0,0.7191233,0,2.0,,
4309,,,Hospital Metropolitano,Short Term Acute Care Hospital,Carretera 21 #1785 Las Lomas,San Juan,922,132.0,132.0,6,6,0.0,0.52700293,0,2.0,,
4310,72127.0,Puerto Rico,Hospital Pavia Santurce,Short Term Acute Care Hospital,Calle Profesor Augusto Rodriguez #1462,Fernandez Juncos,910,199.0,199.0,21,21,5.0,0.70947891,0,2.0,18.41,-66.06
4311,72127.0,Puerto Rico,San Juan City Hospital,Short Term Acute Care Hospital,Paseo Dr Jose Celso Barbosa,San Juan,921,174.0,174.0,30,30,0.0,0.45898283,0,2.0,18.39,-66.08
4312,72127.0,Puerto Rico,Auxilio Mutuo Hospital,Short Term Acute Care Hospital,Ave Ponce de Leon,Hato Rey,919,443.0,443.0,17,17,29.0,0.68095487,0,4.0,18.41,-66.05
4313,72127.0,Puerto Rico,Doctors Center Hospital San Juan,Short Term Acute Care Hospital,1395 Calle San Rafael,San Juan,909,129.0,129.0,6,6,0.0,0.58795792,0,2.0,18.45,-66.07
4314,72127.0,Puerto Rico,Asociacion Hospital Del Maestro,Short Term Acute Care Hospital,Sergio Cuevas Bustamante St 550,San Juan,936,126.0,126.0,11,11,0.0,0.37238529,0,2.0,18.41,-66.07
4315,72127.0,Puerto Rico,Ashford Presbyterian Community Hospital,Short Term Acute Care Hospital,1451 Ave Ashford,San Juan,907,175.0,175.0,6,6,18.0,0.56518197,0,2.0,18.46,-66.07
4316,72145.0,Puerto Rico,Wilma N Vazquez Medical Center,Short Term Acute Care Hospital,Carr 2 Km 395 Rd Number 2 Bo Algarrobo,Vega Baja,693,130.0,130.0,6,6,0.0,0.26566914,0,2.0,18.45,-66.42
4317,72153.0,Puerto Rico,Hospital Pavia Yauco (FKA Hospital Metropolitano Dr Tito Mattei),Short Term Acute Care Hospital,Rd 128 Km 1.0 Bo Susua Baja,Yauco,698,84.0,84.0,11,11,0.0,0.47831049999999997,0,2.0,18.03,-66.85
4318,,,Gov Juan F Luis Hospital & Medical Center,Short Term Acute Care Hospital,4007 Estate Diamond Ruby Christiansted,St Croix,820,77.0,77.0,11,11,0.0,0.39206547,0,3.0,17.73,-64.75
4319,,,Schneider Regional Medical Center,Short Term Acute Care Hospital,9048 Sugar Est,St Thomas,802,107.0,107.0,8,8,0.0,0.28032261,0,2.0,18.34,-64.91
4320,42101.0,Pennsylvania,St Christophers Hospital for Children,Childrens Hospital,160 E Erie Ave,Philadelphia,19134,189.0,188.0,44,44,29.0,0.49189395,1,7.0,40.01,-75.12
4321,47157.0,Tennessee,Saint Francis Hospital - Memphis,Short Term Acute Care Hospital,5959 Park Ave,Memphis,38119,519.0,325.0,21,21,10.0,0.56558168,194,10.0,35.1,-89.86
4322,6049.0,California,Modoc Medical Center,Critical Access Hospital,228 W Mcdowell Ave,Alturas,96101,16.0,16.0,3,3,0.0,0.2015411,0,2.0,41.48,-120.55
4323,6107.0,California,Porterville Developmental Center,Short Term Acute Care Hospital,26501 Avenue 140,Porterville,93257,44.0,44.0,8,8,0.0,0.050498132,0,0.0,36.04,-118.98
4324,6059.0,California,Fairview Developmental Center,Short Term Acute Care Hospital,2501 Harbor Blvd,Costa Mesa,92626,30.0,30.0,5,5,0.0,0.03278539,0,0.0,33.66,-117.92
4325,6065.0,California,Rancho Springs Medical Center,Short Term Acute Care Hospital,25500 Medical Center Dr,Murrieta,92562,120.0,120.0,25,25,0.0,0.54068494,0,6.0,33.56,-117.18
4326,6037.0,California,California Rehabilitation Institute (FKA Century City Doctors Hospital),Rehabilitation Hospital,2070 Century Park E,Los Angeles,90067,138.0,138.0,0,0,0.0,0.74832243,0,0.0,34.06,-118.41
4327,8101.0,Colorado,Colorado Mental Health Institute at Pueblo,Psychiatric Hospital,1600 W 24th St,Pueblo,81003,494.0,452.0,0,0,0.0,0.94815397,42,0.0,38.29,-104.63
4328,12003.0,Florida,Baker County Medical Services (FKA Ed Fraser Memorial Hospital),Short Term Acute Care Hospital,159 N 3rd St,Macclenny,32063,25.0,21.0,4,4,0.0,0.12067841,4,0.0,30.29,-82.12
4329,12099.0,Florida,Select Specialty Hospital - Palm Beach,Long Term Acute Care Hospital,3060 Melaleuca Ln,Lake Worth,33461,60.0,60.0,11,11,0.0,0.85894978,0,5.0,26.61,-80.09
4330,18089.0,Indiana,Vibra Hospital of Northwestern Indiana,Long Term Acute Care Hospital,9509 Georgia St,Crown Point,46307,40.0,40.0,7,7,0.0,0.73986304,0,3.0,41.44,-87.33
4331,22017.0,Louisiana,Willis-Knighton Rehabilitation Institute (FKA Doctors Hospital of Shreveport),Rehabilitation Hospital,1111 Line Ave,Shreveport,71101,31.0,31.0,0,0,,,0,0.0,32.5,-93.75
4332,22055.0,Louisiana,Our Lady of Lourdes Womens and Childrens Hospital,Short Term Acute Care Hospital,4600 Ambassador Caffery Pkwy,Lafayette,70508,161.0,161.0,64,64,64.0,0.51254249,0,2.0,30.15,-92.05
4333,26161.0,Michigan,Forest Health Medical Center - Michigan,Short Term Acute Care Hospital,135 S Prospect St,Ypsilanti,48198,68.0,24.0,4,4,0.0,0.17625570000000002,44,1.0,42.24,-83.6
4334,28037.0,Mississippi,Franklin County Memorial Hospital,Critical Access Hospital,40 Union Church Rd,Meadville,39653,25.0,24.0,4,4,0.0,0.67134702,1,1.0,31.47,-90.88
4335,28013.0,Mississippi,Baptist Memorial Hospital - Calhoun,Critical Access Hospital,140 Burke Calhoun City Rd,Calhoun City,38916,25.0,25.0,4,4,0.0,0.49194521,0,0.0,33.87,-89.32
4336,29077.0,Missouri,Select Specialty Hospital - Springfield,Long Term Acute Care Hospital,1630 E Primrose St,Springfield,65804,44.0,44.0,8,8,0.0,0.62777084,0,3.0,37.15,-93.27
4337,29047.0,Missouri,Kindred Hospital Northland,Long Term Acute Care Hospital,500 Nw 68th St,Kansas City,64118,50.0,35.0,5,5,0.0,0.85784733,15,2.0,39.22,-94.59
4338,32510.0,Nevada,Carson Tahoe Continuing Care Hospital,Long Term Acute Care Hospital,775 Fleischmann Way,Carson City,89703,29.0,29.0,5,5,0.0,0.49315068,0,2.0,39.17,-119.77
4339,39023.0,Ohio,Mercy Health - Springfield Regional Medical Center (FKA Springfield Regional Medical Center),Short Term Acute Care Hospital,100 Medical Center Dr,Springfield,45504,230.0,230.0,38,38,0.0,0.60703993,0,4.0,39.93,-83.82
4340,37019.0,North Carolina,J Arthur Dosher Memorial Hospital,Critical Access Hospital,924 N Howe St,Southport,28461,25.0,25.0,4,4,0.0,0.29468492,0,2.0,33.93,-78.02
4341,37129.0,North Carolina,Wilmington Treatment Center,Short Term Acute Care Hospital,2520 Troy Dr,Wilmington,28401,92.0,92.0,16,16,0.0,0.530137,0,0.0,34.19,-77.93
4342,39095.0,Ohio,Advanced Specialty Hospitals of Toledo,Long Term Acute Care Hospital,1015 Garden Lake Pkwy,Toledo,43614,40.0,40.0,6,6,0.0,0.46534246,0,3.0,41.62,-83.6
4343,42101.0,Pennsylvania,Penn Medicine Rittenhouse,Long Term Acute Care Hospital,1800 Lombard St,Philadelphia,19146,38.0,38.0,7,7,0.0,0.6770007,0,3.0,39.94,-75.17
4344,48099.0,Texas,Coryell Memorial Healthcare System,Critical Access Hospital,1507 W Main St,Gatesville,76528,25.0,25.0,4,4,0.0,0.30695891,0,2.0,31.43,-97.78
4345,49025.0,Utah,Kane County Hospital,Critical Access Hospital,355 N Main St,Kanab,84741,25.0,25.0,4,4,0.0,0.53928769,0,1.0,37.05,-112.53
4346,51053.0,Virginia,Hiram W Davis Medical Center,Short Term Acute Care Hospital,26317 Washington St,Petersburg,23803,4.0,4.0,1,1,0.0,0.17808220000000002,0,0.0,37.21,-77.45
4347,54023.0,West Virginia,Grant Memorial Hospital,Critical Access Hospital,117 Hospital Dr,Petersburg,26847,45.0,25.0,3,3,0.0,0.56723285,20,2.0,39.0,-79.14
4348,56023.0,Wyoming,South Lincoln Medical Center,Critical Access Hospital,711 Onyx St,Kemmerer,83101,16.0,13.0,4,4,0.0,0.11464699,3,2.0,41.79,-110.54
4349,48121.0,Texas,Mayhill Hospital,Short Term Acute Care Hospital,2809 S Mayhill Rd,Denton,76208,59.0,4.0,1,1,0.0,,55,0.0,33.18,-97.09
4350,48029.0,Texas,Legent Orthopedic and Spine (FKA Cumberland Surgical Hospital),Short Term Acute Care Hospital,5330 N Loop 1604 W,San Antonio,78249,25.0,26.0,5,5,0.0,0.023287671,-1,1.0,29.59,-98.59
